     1→<!doctype html>
     2→<html lang="ru">
     3→  <head>
  1680→              <option value="seafoam-mist">18. Seafoam Mist</option>
  1681→              <option value="retro-diner">19. Retro Diner</option>
  1682→              <option value="blush-nude">20. Blush Nude</option>
  1683→              <option value="peach-fuzz">21. Peach Fuzz</option>
  1684→              <option value="monochrome-graphite">
  1685→                22. Monochrome Graphite
  1686→              </option>
  1687→              <option value="cotton-candy">23. Cotton Candy</option>
  1688→              <option value="creamy-vanilla">24. Creamy Vanilla</option>
  1689→              <option value="spearmint-fresh">25. Spearmint Fresh</option>
  1690→              <option value="vintage-sepia">26. Vintage Sepia</option>
  1691→              <option value="aquamarine-dream">27. Aquamarine Dream</option>
  1692→              <option value="honey-glaze">28. Honey Glaze</option>
  1693→              <option value="nordic-fjord">29. Nordic Fjord</option>
  1694→              <option value="coral-reef">30. Coral Reef</option>
  1695→              <option value="zen-garden">31. Zen Garden</option>
  1696→            </optgroup>
  1697→            <optgroup label="Новые тёмные (32–48)">
  1698→              <option value="midnight-plum">32. Midnight Plum</option>
  1699→              <option value="forest-canopy">33. Forest Canopy</option>
  1700→              <option value="charcoal-crimson">34. Charcoal & Crimson</option>
  1701→              <option value="electric-violet">35. Electric Violet</option>
  1702→              <option value="noir-ink">36. Noir Ink</option>
  1703→              <option value="warm-amber">37. Warm Amber</option>
  1704→              <option value="slate-blue">38. Slate Blue</option>
  1705→              <option value="cyber-lime">39. Cyber Lime</option>
  1706→              <option value="sunset-boulevard">40. Sunset Boulevard</option>
  1707→              <option value="moss-bark">41. Moss & Bark</option>
  1708→              <option value="espresso-shot">42. Espresso Shot</option>
  1709→              <option value="electric-blue">43. Electric Blue</option>
  1710→              <option value="twilight-violet">44. Twilight Violet</option>
  1711→              <option value="plum-velvet">45. Plum Velvet</option>
  1712→              <option value="neon-noir">46. Neon Noir</option>
  1713→              <option value="galaxy-core">47. Galaxy Core</option>
  1714→              <option value="midnight-forest">48. Midnight Forest</option>
  1715→            </optgroup>
  1716→          </select>
  1717→        </div>
  1718→
  1719→        <div class="form-group">
  1720→          <label for="formatSelect">📐 Формат / Соотношение сторон:</label>
  1721→          <select id="formatSelect">
  1722→            <option value="auto" selected>Стандартный (Компактный)</option>
  1723→            <option value="aspect-4-5">Instagram / Telegram (4:5)</option>
  1724→            <option value="aspect-9-16">Stories / Reels (9:16)</option>
  1725→          </select>
  1726→        </div>
  1727→
  1728→        <hr />
  1729→        <div
  1730→          id="editorCardsList"
  1731→          style="display: flex; flex-direction: column; gap: 16px"
  1732→        ></div>
  1733→        <button class="btn-add" id="addCardBtn">+ Добавить карточку</button>
  1734→        <button class="btn-primary" id="saveChangesBtn" style="margin-top: 12px;">💾 Сохранить изменения</button>
  1735→      </aside>
  1736→
  1737→      <button class="toggle-sidebar-btn" id="toggleSidebarBtn">☰</button>
  1738→
  1739→      <main class="preview-workspace" id="previewWorkspace">
  1740→        <div class="workspace-header">
  1741→          <h2
  1742→            style="
  1743→              margin: 0;
  1744→              font-size: 18px;
  1745→              color: var(--text-secondary);
  1746→              font-weight: 500;
  1747→            "
  1748→          >
  1749→            Предпросмотр карточек
  1750→          </h2>
  1751→          <button class="btn-primary" id="saveAll">Скачать все PNG</button>
  1752→        </div>
  1753→        <div class="cards-container" id="cardsArea"></div>
  1754→      </main>
  1755→    </div>
  1756→
  1757→    <!-- ================= МОДАЛЬНОЕ ОКНО ПАЛИТРЫ ЦВЕТОВ ================= -->
  1758→    <div class="modal-overlay" id="colorModal">
  1759→      <div class="modal-card">
  1760→        <div class="modal-header">
  1761→          <h3 id="modalCardTitle">🎨 Настройка стилей карточки</h3>
  1762→          <button class="modal-close" id="closeModalBtn">&times;</button>
  1763→        </div>
  1764→
  1765→        <div class="palette-presets-section">
  1766→          <div class="palette-presets-title">
  1767→            Быстрые цвета для: <span class="active-target" id="presetTargetLabel">Заголовок</span>
  1768→          </div>
  1769→          <div class="palette-swatches">
  1770→            <div class="color-swatch" data-preset="#0f172a" style="background:#0f172a" title="#0f172a"></div>
  1771→            <div class="color-swatch" data-preset="#4f46e5" style="background:#4f46e5"></div>
  1772→            <div class="color-swatch" data-preset="#2563eb" style="background:#2563eb"></div>
  1773→            <div class="color-swatch" data-preset="#059669" style="background:#059669"></div>
  1774→            <div class="color-swatch" data-preset="#ea580c" style="background:#ea580c"></div>
  1775→            <div class="color-swatch" data-preset="#dc2626" style="background:#dc2626"></div>
  1776→            <div class="color-swatch" data-preset="#ec4899" style="background:#ec4899"></div>
  1777→            <div class="color-swatch" data-preset="#7c3aed" style="background:#7c3aed"></div>
  1778→          </div>
  1779→        </div>
  1780→
  1781→        <div class="color-picker-grid">
  1782→          <div class="color-picker-row" data-row-field="title">
  1783→            <span class="color-picker-label">Заголовок</span>
  1784→            <div class="color-picker-controls">
  1785→              <span class="color-hex-text" id="hex-title">АВТО</span>
  1786→              <input
  1787→                type="color"
  1788→                class="color-picker-input"
  1789→                id="col-title"
  1790→                data-field="title"
  1791→              />
  1792→              <button
  1793→                class="btn-reset-single"
  1794→                data-reset="title"
  1795→                title="Сбросить цвет"
  1796→              >
  1797→                ✕
  1798→              </button>
  1799→            </div>
  1800→            <div class="section-style-controls">
  1801→              <div class="text-format-controls">
  1802→                <button class="format-btn-section" data-field="title" data-format="bold" title="Жирный">B</button>
  1803→                <button class="format-btn-section" data-field="title" data-format="italic" title="Курсив">I</button>
  1804→                <button class="format-btn-section" data-field="title" data-format="underline" title="Подчеркнутый">U</button>
  1805→                <button class="format-btn-section" data-field="title" data-format="strikethrough" title="Зачеркнутый">S</button>
  1806→              </div>
  1807→              <div class="size-control-section">
  1808→                <input type="range" class="size-slider-section" data-field="title" min="10" max="48" value="24">
  1809→                <span class="size-value-section" data-field="title">24px</span>
  1810→              </div>
  1811→            </div>
  1812→          </div>
  1813→
  1814→          <div class="color-picker-row" data-row-field="subtitle">
  1815→            <span class="color-picker-label">Подзаголовок</span>
  1816→            <div class="color-picker-controls">
  1817→              <span class="color-hex-text" id="hex-subtitle">АВТО</span>
  1818→              <input
  1819→                type="color"
  1820→                class="color-picker-input"
  1821→                id="col-subtitle"
  1822→                data-field="subtitle"
  1823→              />
  1824→              <button
  1825→                class="btn-reset-single"
  1826→                data-reset="subtitle"
  1827→                title="Сбросить цвет"
  1828→              >
  1829→                ✕
  1830→              </button>
  1831→            </div>
  1832→            <div class="section-style-controls">
  1833→              <div class="text-format-controls">
  1834→                <button class="format-btn-section" data-field="subtitle" data-format="bold" title="Жирный">B</button>
  1835→                <button class="format-btn-section" data-field="subtitle" data-format="italic" title="Курсив">I</button>
  1836→                <button class="format-btn-section" data-field="subtitle" data-format="underline" title="Подчеркнутый">U</button>
  1837→                <button class="format-btn-section" data-field="subtitle" data-format="strikethrough" title="Зачеркнутый">S</button>
  1838→              </div>
  1839→              <div class="size-control-section">
  1840→                <input type="range" class="size-slider-section" data-field="subtitle" min="10" max="48" value="18">
  1841→                <span class="size-value-section" data-field="subtitle">18px</span>
  1842→              </div>
  1843→            </div>
  1844→          </div>
  1845→
  1846→          <div class="color-picker-row" data-row-field="text">
  1847→            <span class="color-picker-label">Основной текст</span>
  1848→            <div class="color-picker-controls">
  1849→              <span class="color-hex-text" id="hex-text">АВТО</span>
  1850→              <input
  1851→                type="color"
  1852→                class="color-picker-input"
  1853→                id="col-text"
  1854→                data-field="text"
  1855→              />
  1856→              <button
  1857→                class="btn-reset-single"
  1858→                data-reset="text"
  1859→                title="Сбросить цвет"
  1860→              >
  1861→                ✕
  1862→              </button>
  1863→            </div>
  1864→            <div class="section-style-controls">
  1865→              <div class="text-format-controls">
  1866→                <button class="format-btn-section" data-field="text" data-format="bold" title="Жирный">B</button>
  1867→                <button class="format-btn-section" data-field="text" data-format="italic" title="Курсив">I</button>
  1868→                <button class="format-btn-section" data-field="text" data-format="underline" title="Подчеркнутый">U</button>
  1869→                <button class="format-btn-section" data-field="text" data-format="strikethrough" title="Зачеркнутый">S</button>
  1870→              </div>
  1871→              <div class="size-control-section">
  1872→                <input type="range" class="size-slider-section" data-field="text" min="10" max="48" value="16">
  1873→                <span class="size-value-section" data-field="text">16px</span>
  1874→              </div>
  1875→            </div>
  1876→          </div>
  1877→
  1878→          <div class="color-picker-row" data-row-field="list">
  1879→            <span class="color-picker-label">Список</span>
  1880→            <div class="color-picker-controls">
  1881→              <span class="color-hex-text" id="hex-list">АВТО</span>
  1882→              <input
  1883→                type="color"
  1884→                class="color-picker-input"
  1885→                id="col-list"
  1886→                data-field="list"
  1887→              />
  1888→              <button
  1889→                class="btn-reset-single"
  1890→                data-reset="list"
  1891→                title="Сбросить цвет"
  1892→              >
  1893→                ✕
  1894→              </button>
  1895→            </div>
  1896→            <div class="section-style-controls">
  1897→              <div class="text-format-controls">
  1898→                <button class="format-btn-section" data-field="list" data-format="bold" title="Жирный">B</button>
  1899→                <button class="format-btn-section" data-field="list" data-format="italic" title="Курсив">I</button>
  1900→                <button class="format-btn-section" data-field="list" data-format="underline" title="Подчеркнутый">U</button>
  1901→                <button class="format-btn-section" data-field="list" data-format="strikethrough" title="Зачеркнутый">S</button>
  1902→              </div>
  1903→              <div class="size-control-section">
  1904→                <input type="range" class="size-slider-section" data-field="list" min="10" max="48" value="16">
  1905→                <span class="size-value-section" data-field="list">16px</span>
  1906→              </div>
  1907→            </div>
  1908→          </div>
  1909→
  1910→          <div class="color-picker-row" data-row-field="listNumber">
  1911→            <span class="color-picker-label">Нумерация списка</span>
  1912→            <div class="color-picker-controls">
  1913→              <span class="color-hex-text" id="hex-listNumber">АВТО</span>
  1914→              <input
  1915→                type="color"
  1916→                class="color-picker-input"
  1917→                id="col-listNumber"
  1918→                data-field="listNumber"
  1919→              />
  1920→              <button
  1921→                class="btn-reset-single"
  1922→                data-reset="listNumber"
  1923→                title="Сбросить цвет"
  1924→              >
  1925→                ✕
  1926→              </button>
  1927→            </div>
  1928→          </div>
  1929→
  1930→          <div class="color-picker-row" data-row-field="footer">
  1931→            <span class="color-picker-label">Итоговый вывод</span>
  1932→            <div class="color-picker-controls">
  1933→              <span class="color-hex-text" id="hex-footer">АВТО</span>
  1934→              <input
  1935→                type="color"
  1936→                class="color-picker-input"
  1937→                id="col-footer"
  1938→                data-field="footer"
  1939→              />
  1940→              <button
  1941→                class="btn-reset-single"
  1942→                data-reset="footer"
  1943→                title="Сбросить цвет"
  1944→              >
  1945→                ✕
  1946→              </button>
  1947→            </div>
  1948→            <div class="section-style-controls">
  1949→              <div class="text-format-controls">
  1950→                <button class="format-btn-section" data-field="footer" data-format="bold" title="Жирный">B</button>
  1951→                <button class="format-btn-section" data-field="footer" data-format="italic" title="Курсив">I</button>
  1952→                <button class="format-btn-section" data-field="footer" data-format="underline" title="Подчеркнутый">U</button>
  1953→                <button class="format-btn-section" data-field="footer" data-format="strikethrough" title="Зачеркнутый">S</button>
  1954→              </div>
  1955→              <div class="size-control-section">
  1956→                <input type="range" class="size-slider-section" data-field="footer" min="10" max="48" value="14">
  1957→                <span class="size-value-section" data-field="footer">14px</span>
  1958→              </div>
  1959→            </div>
  1960→          </div>
  1961→
  1962→          <div class="color-picker-row" data-row-field="cta">
  1963→            <span class="color-picker-label">Кнопка / CTA</span>
  1964→            <div class="color-picker-controls">
  1965→              <span class="color-hex-text" id="hex-cta">АВТО</span>
  1966→              <input
  1967→                type="color"
  1968→                class="color-picker-input"
  1969→                id="col-cta"
  1970→                data-field="cta"
  1971→              />
  1972→              <button
  1973→                class="btn-reset-single"
  1974→                data-reset="cta"
  1975→                title="Сбросить цвет"
  1976→              >
  1977→                ✕
  1978→              </button>
  1979→            </div>
  1980→            <div class="section-style-controls">
  1981→              <div class="text-format-controls">
  1982→                <button class="format-btn-section" data-field="cta" data-format="bold" title="Жирный">B</button>
  1983→                <button class="format-btn-section" data-field="cta" data-format="italic" title="Курсив">I</button>
  1984→                <button class="format-btn-section" data-field="cta" data-format="underline" title="Подчеркнутый">U</button>
  1985→                <button class="format-btn-section" data-field="cta" data-format="strikethrough" title="Зачеркнутый">S</button>
  1986→              </div>
  1987→              <div class="size-control-section">
  1988→                <input type="range" class="size-slider-section" data-field="cta" min="10" max="48" value="16">
  1989→                <span class="size-value-section" data-field="cta">16px</span>
  1990→              </div>
  1991→            </div>
  1992→          </div>
  1993→        </div>
  1994→
  1995→        <div class="modal-footer">
  1996→          <button class="btn-secondary" id="resetCardColorsBtn">
  1997→            Сбросить всё
  1998→          </button>
  1999→          <button
  2000→            class="btn-primary"

[showing lines 1-2000 of 3262; use offset=2001 with limit to continue reading]
